# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 8.00705715277001,9.538742451199994,1.4312866212969855,-16.163767969143887,-4.0,-0.0,0.00992415986800327,0.0,-2.276905610338727,0.0
 8.025519908397005,9.467825868799993,1.451897586004597,-16.205805921013308,-4.0,-0.0,0.009911261386970693,0.0,-2.2741141698245424,0.0
 8.043940165876277,9.397087577599994,1.4725128310370121,-16.247695689558736,-4.0,-0.0,0.009903749404982665,0.0,-2.2725594860308926,0.0
 8.06231529425603,9.326537599999995,1.493128993342292,-16.289454261865178,-4.0,-0.0,0.0099016713126112,0.0,-2.2722527888765445,0.0
 8.080642662426401,9.256185958399993,1.5137427098684981,-16.33109867530307,-4.0,-0.0,0.009905085612200016,0.0,-2.2732078729317977,0.0
 8.098919639128063,9.186042675199994,1.5343506175636923,-16.372646042634678,-4.0,-0.0,0.009914062354873502,0.0,-2.2754411806845747,0.0
 8.117143592960712,9.116117772799992,1.5549493533759369,-16.414113577660384,-4.0,-0.0,0.00992868345599905,0.0,-2.278971899375689,0.0
 8.135311892391481,9.046421273599993,1.5755355542532934,-16.455518621522554,-4.0,-0.0,0.009949043232795043,0.0,-2.283822068397196,0.0
 8.153421905763286,8.976963199999993,1.596105857143823,-16.496878669720047,-4.0,-0.0,0.009975248822351925,0.0,-2.2900167025233196,0.0
 8.1714710013031,8.907753574399994,1.616656898995588,-16.53821139997166,-4.0,-0.0,0.01000742088856057,0.0,-2.297583927541078,0.0
 8.189456547130213,8.838802419199993,1.6371853167566501,-16.57953470099209,-4.0,-0.0,0.010045694244435473,0.0,-2.3065551336070804,0.0
 8.207375911264467,8.770119756799993,1.6576877473750715,-16.62086670232693,-4.0,-0.0,0.01009021853554409,0.0,-2.316965143780772,0.0
 8.225226461634485,8.701715609599994,1.678160827798913,-16.662225805331563,-4.0,-0.0,0.010141159017885155,0.0,-2.3288524023823736,0.0
 8.243005566085925,8.633599999999994,1.6986011949762372,-16.703630715445502,-4.0,-0.0,0.01019869767861362,0.0,-2.342259182205148,0.0
 8.26071059238977,8.565782950399994,1.7190054858551052,-16.74510047587687,-4.0,-0.0,0.010263033826683386,0.0,-2.357231814180674,0.0
 8.278338908250678,8.498274483199994,1.7393703373835794,-16.786654502854628,-4.0,-0.0,0.010334385548473796,0.0,-2.373820939942722,0.0
 8.295887881315391,8.431084620799993,1.7596923865097214,-16.828312622590133,-4.0,-0.0,0.010412990733484758,0.0,-2.3920817913491836,0.0
 8.313354879181269,8.364223385599994,1.7799682701815926,-16.87009511013463,-4.0,-0.0,0.010499108338332529,0.0,-2.4120744970805896,0.0
 8.33073726940492,8.297700799999992,1.8001946253472552,-16.912022730291408,-4.0,-0.0,0.010593020057835892,0.0,-2.4338644217285696,0.0
 8.34803241951099,8.231526886399994,1.8203680889547706,-16.954116780803027,-4.0,-0.0,0.01069503169457776,0.0,-2.457522537659357,0.0
 8.365237697001106,8.165711667199993,1.8404852979522008,-16.996399138001667,-4.0,-0.0,0.010805475010394193,0.0,-2.483125836457077,0.0
 8.38235046936302,8.100265164799993,1.860542889287608,-17.03889230518695,-4.0,-0.0,0.010924709761882216,0.0,-2.510757779936211,0.0
 8.399368104079974,8.03519740159999,1.880537499909053,-17.081619463948652,-4.0,-0.0,0.01105312573639089,0.0,-2.540508799439617,0.0
 8.416287968640304,7.9705183999999925,1.9004657667645979,-17.124604528749497,-4.0,-0.0,0.011191145049695197,0.0,-2.5724768440529484,0.0
 8.433107430547338,7.906238182399993,1.920324326802305,-17.167872205034772,-4.0,-0.0,0.011339224978457806,0.0,-2.6067679875558953,0.0
 8.449823857329594,7.842366771199993,1.9401098169702358,-17.21144805123708,-4.0,-0.0,0.011497860535401753,0.0,-2.6434970965936473,0.0
 8.466434616551338,7.778914188799993,1.9598188742164513,-17.255358545011973,-4.0,-0.0,0.011667587930078396,0.0,-2.6827885702291927,0.0
 8.48293707582351,7.715890457599993,1.9794481354890145,-17.299631154128033,-4.0,-0.0,0.011848987931010349,0.0,-2.7247771564605374,0.0
 8.499328602815112,7.653305599999992,1.9989942377359864,-17.34429441243425,-4.0,-0.0,0.012042689694966734,0.0,-2.7696088576327096,0.0
 8.515606565265015,7.591169638399992,2.0184538179054288,-17.38937800141972,-4.0,-0.0,0.012249375120365275,0.0,-2.817441931557086,0.0
 8.531768330994346,7.529492595199994,2.037823512945404,-17.434912837873537,-4.0,-0.0,0.012469783817715447,0.0,-2.86844800343622,0.0
 8.5478112679194,7.468284492799992,2.057099959803973,-17.480931168265464,-4.0,-0.0,0.01270471802453955,0.0,-2.915198035284513,0.0
 8.563774335154802,7.407555353599992,2.076279795429198,-17.52746667050722,-3.9791563418322546,1.3057426784196096,0.01295504885498277,0.0,-2.947349635297537,0.0
 8.579750686496732,7.3473151999999935,2.0953596567691415,-17.574554563808245,-3.931227287806462,3.0,0.013221722555985803,0.0,-2.971834771223801,0.0
 8.595793692696056,7.287574054399993,2.1143361807718635,-17.622231727466357,-3.88309826920849,3.0,0.013505768058721218,0.0,-2.998561377818196,0.0
 8.611903118499521,7.228341939199993,2.133206004385427,-17.67053682949945,-3.8347699917980957,3.0000000000000275,0.013808304983109202,0.0,-3.0276224596269703,0.0
 8.62807872733405,7.169628876799992,2.1519657645578936,-17.71951046610501,-3.7862431652945117,2.9999999999999725,0.014130552747567304,0.0,-3.0591190773183894,0.0
 8.644320281114515,7.111444889599992,2.170612098237325,-17.769195313120125,-3.737518503953116,2.9999999999999725,0.014473840877679934,0.0,-3.0931610170355732,0.0
 8.660627540036812,7.053799999999992,2.189141642371783,-17.81963629071328,-3.6885967271862246,2.999999999999973,0.01483962030674733,0.0,-3.129867534935615,0.0
 8.677000262354733,6.996704230399993,2.207551033909329,-17.870880742754657,-3.6394785602324617,2.999999999999973,0.015229476251491588,0.0,-3.1693681826462643,0.0
 8.69343820413901,6.940167603199992,2.2258369097980255,-17.922978632433935,-3.590164734879632,3.0,0.015645142699506367,0.0,-3.2118037268543467,0.0
 8.70994111901667,6.884200140799993,2.243995906985934,-17.975982755941963,-3.5406559902466515,2.999999999999973,0.016088518640814956,0.0,-3.2573271718130266,0.0
