# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.015061034401669,4.414086773965274,127.63533940663967,0,3.0,395.2767414971758,180.0,0.0,0.0
 0.013153845430410382,2.014902553288588,4.4142923035234265,127.63533940663967,0.03946153629123115,3.0000000000000004,395.2767414971758,180.0,1044.171529574493,0.0
 0.01907674039908552,2.0147042881604635,4.414498909102287,133.81985770559027,0.05723022119725657,3.0000000000000013,291.8369665337144,180.0,1029.8836151321525,0.0
 0.023964702774588925,2.0144666475889013,4.414706553207623,138.85389006750367,0.07189410832376678,2.999999999999998,217.11821619194552,180.0,933.357957575413,0.0
 0.02837762983758308,2.014190040145507,4.414915198345209,142.97273065794914,0.08513288951274924,2.9999999999999982,163.7001569478193,180.0,820.654493361054,0.0
 0.032521159945821033,2.013874874401889,4.415124807020819,146.37313725965143,0.09756347983746308,2.9999999999999964,125.36872266340204,180.0,714.0522130273931,0.0
 0.03649406705291359,2.013521558929652,4.415335341740225,149.21000037162315,0.10948220115874073,2.9999999999999964,97.566255335066,180.0,620.2973373119967,0.0
 0.040350760640197825,2.013130502300403,4.415546765009197,151.6022971346438,0.12105228192059345,3.0000000000000018,77.11799951315771,180.0,540.2667801926995,7.532702545626195e-12
 0.044123869860726764,2.0127021130857488,4.415759039333508,153.64078270453436,0.13237160958218028,3.0000000000000036,61.85097434952211,180.00000000000003,472.75243035164004,-7.660274619498353e-12
 0.04783414277418861,2.0122367998572948,4.415972127218934,155.39482324164132,0.14350242832256582,3.0,50.27971777313663,180.0,415.9727182992823,0.0
 0.05149535522307799,2.011734971186649,4.4161859911712416,156.917787736277,0.15448606566923398,3.000000000000004,41.38168261666582,180.0,368.15523480972064,0.0
 0.05511696439206265,2.011197035645416,4.416400593696205,158.2511021102736,0.16535089317618795,3.0,34.44517702390582,180.0,327.73573690928947,0.0
 0.05870563809273113,2.0106234018052036,4.416615897299599,159.42723873008916,0.1761169142781934,3.0,28.96843096713315,180.0,293.4018666117224,0.0
 0.06226618098542157,2.0100144782376184,4.416831864487194,160.47190866095562,0.18679854295626472,3.000000000000004,24.59284095698166,180.0,264.07802057439085,8.037956165569563e-12
 0.06580211833628047,2.0093706735142653,4.4170484577647615,161.4056719974455,0.19740635500884146,3.000000000000012,21.058616145434474,180.00000000000003,238.89169964907325,-8.08823287890012e-12
 0.0693160761878834,2.0086923962067518,4.4172656396380745,162.24512736111015,0.20794822856365022,2.999999999999996,18.175045361124806,180.0,217.13757535948847,0.0
 0.07281003585604766,2.007980054886684,4.417483372612907,163.00379729185917,0.21843010756814304,3.000000000000008,15.800343299478971,180.0,198.24519954335253,0.0
 0.07628550835356569,2.007234058125669,4.417701619195028,163.69279303063706,0.22885652506069715,3.0,13.827823444568576,180.0,181.75196453638358,0.0
 0.07974365639734973,2.0064548144953123,4.417920341890212,164.32131823125246,0.23923096919204928,3.000000000000004,12.17629301181107,180.0,167.2812144215499,-8.25798409698474e-12
 0.08318538129008496,2.005642732567221,4.41813950320423,164.8970541510141,0.24955614387025496,3.0,10.783297619019763,179.99999999999997,154.52482100667999,8.295876304430981e-12
 0.08661138577561754,2.004798220913001,4.418359065642857,165.4264568809091,0.25983415732685267,2.999999999999988,9.600312552083555,180.0,143.2294238315689,0.0
 0.09002222015869962,2.0039216881042594,4.418578991711862,165.91498872438285,0.27006666047609895,3.000000000000012,8.589279520480149,180.0,133.18559277680936,0.0
 0.09341831657701877,2.0030135427126017,4.418799243917018,166.36729983898385,0.2802549497310564,3.000000000000008,7.72008449444114,180.0,124.21929075294646,0.0
 0.09680001476254063,2.0020741933096353,4.4190197847640995,166.78737198912992,0.290400044287622,3.0,6.968701206654671,180.0,116.18513293307042,8.43983526760244e-12
 0.10016758160824732,2.001104048466966,4.419240576758877,167.17863319075934,0.30050274482474204,2.9999999999999916,6.315810730662859,180.00000000000003,108.96104631674817,-8.474872305015585e-12
 0.10352122617155048,2.0001035167562002,4.419461582407123,167.54404981135136,0.3105636785146515,2.999999999999996,5.74576518824834,180.0,102.44402204691276,-8.509786569177177e-12
 0.10686111127905114,1.9990730067489448,4.419682764214609,167.8862010749383,0.3205833338371535,3.0,5.24580265822627,179.99999999999997,96.54672113713546,0.0
 0.11018736257445715,1.9980129270168057,4.419904084687108,168.2073397311879,0.33056208772337153,3.0000000000000084,4.805447224870727,179.99999999999997,91.19474887070918,1.7159173762836585e-11
 0.11350007562500739,1.9969236861313897,4.420125506330393,168.50944176591352,0.34050022687502224,2.999999999999996,4.416046786438035,180.00000000000003,86.32445627976175,-8.6146077479747e-12
 0.11679932154100234,1.9958056926643033,4.420346991650236,168.79424737574504,0.3503979646230071,3.0,4.070414173773633,180.0,81.88115712966669,0.0
 0.12008515144748146,1.9946593551871523,4.420568503152409,169.0632949306188,0.3602554543424445,3.000000000000013,3.762546475309605,180.0,77.81767576424853,0.0
 0.12335760006320808,1.9934850822715442,4.420790003342684,169.3179492759526,0.3700728001896243,2.999999999999983,3.4874039537325805,180.0,74.09315800597436,0.0
 0.12661668858063604,1.9922832824890844,4.421011454726833,169.55942543642982,0.3798500657419082,3.0000000000000044,3.2407347684702468,180.0,70.6720934046168,0.0
 0.12986242699492997,1.9910543644113796,4.42123281981063,169.78880856481177,0.38958728098479,3.0,3.018935127949354,180.0,67.52350739333139,0.0
